Date,Rate
2021-10-07,204.3
2021-10-08,203.824
2021-10-09,202.753
2021-10-10,202.753
2021-10-11,202.717
2021-10-12,200.714
2021-10-13,200.432
2021-10-14,200.856
2021-10-15,199.886
2021-10-16,199.173
2021-10-17,199.173
2021-10-18,199.069
2021-10-19,199.138
2021-10-20,198.677
2021-10-21,198.925
2021-10-22,199.842
2021-10-23,200.524
2021-10-24,200.524
2021-10-25,200.172
2021-10-26,200.009
2021-10-27,199.313
2021-10-28,200.035
2021-10-29,200.29
2021-10-30,199.531
2021-10-31,199.531
2021-11-01,199.147
2021-11-02,199.439
2021-11-03,199.592
2021-11-04,199.404
2021-11-05,199.262
2021-11-06,200.018
2021-11-07,200.018
2021-11-08,199.885
2021-11-09,200.075
2021-11-10,200.695
2021-11-11,198.955
2021-11-12,198.584
2021-11-13,198.806
2021-11-14,198.806
2021-11-15,198.649
2021-11-16,198.427
2021-11-17,197.115
2021-11-18,198.389
2021-11-19,198.232
2021-11-20,198.737
2021-11-21,198.737
2021-11-22,198.572
2021-11-23,197.509
2021-11-24,196.918
2021-11-25,196.586
2021-11-26,197.097
2021-11-27,200.159
2021-11-28,200.159
2021-11-29,199.402
2021-11-30,199.438
2021-12-01,200.34
2021-12-02,201.231
2021-12-03,201.186
2021-12-04,202.446
2021-12-05,202.446
2021-12-06,202.043
2021-12-07,202.926
2021-12-08,203.241
2021-12-09,201.698
2021-12-10,202.653
2021-12-11,203.122
2021-12-12,203.122
2021-12-13,202.899
2021-12-14,202.324
2021-12-15,202.295
2021-12-16,201.805
2021-12-17,202.283
2021-12-18,202.106
2021-12-19,202.106
2021-12-20,202.444
2021-12-21,201.738
2021-12-22,201.197
2021-12-23,201.165
2021-12-24,200.52
2021-12-25,199.746
2021-12-26,199.746
2021-12-27,199.843
2021-12-28,198.755
2021-12-29,198.998
2021-12-30,198.534
2021-12-31,197.888
2022-01-01,198.558
2022-01-02,198.558
2022-01-03,198.489
2022-01-04,198.162
2022-01-05,195.864
2022-01-06,195.979
2022-01-07,196.332
2022-01-08,196.408
2022-01-09,196.408
2022-01-10,196.238
2022-01-11,196.903
2022-01-12,196.839
2022-01-13,197.955
2022-01-14,199.054
2022-01-15,198.914
2022-01-16,198.914
2022-01-17,198.723
2022-01-18,198.394
2022-01-19,198.665
2022-01-20,198.557
2022-01-21,198.702
2022-01-22,199.059
2022-01-23,199.059
2022-01-24,198.866
2022-01-25,198.965
2022-01-26,198.736
2022-01-27,197.298
2022-01-28,196.264
2022-01-29,196.555
2022-01-30,196.555
2022-01-31,196.487
2022-02-01,196.734
2022-02-02,197.411
2022-02-03,198.033
2022-02-04,197.016
2022-02-05,196.598
2022-02-06,196.598
2022-02-07,196.511
2022-02-08,196.989
2022-02-09,196.633
2022-02-10,196.289
2022-02-11,195.463
2022-02-12,196.471
2022-02-13,196.471
2022-02-14,196.284
2022-02-15,196.737
2022-02-16,196.774
2022-02-17,197.192
2022-02-18,198.398
2022-02-19,198.461
2022-02-20,198.461
2022-02-21,198.582
2022-02-22,198.97
2022-02-23,198.271
2022-02-24,198.681
2022-02-25,197.642
2022-02-26,197.62
2022-02-27,197.62
2022-02-28,197.534
2022-03-01,198.201
2022-03-02,198.681
2022-03-03,197.767
2022-03-04,197.753
2022-03-05,198.799
2022-03-06,198.799
2022-03-07,198.686
2022-03-08,198.05
2022-03-09,197.429
2022-03-10,197.036
2022-03-11,196.583
2022-03-12,195.055
2022-03-13,195.055
2022-03-14,194.665
2022-03-15,193.698
2022-03-16,193.457
2022-03-17,192.459
2022-03-18,193.015
2022-03-19,191.909
2022-03-20,191.909
2022-03-21,191.716
2022-03-22,191.15
2022-03-23,188.476
2022-03-24,188.835
2022-03-25,186.927
2022-03-26,187.214
2022-03-27,187.214
2022-03-28,187.0
2022-03-29,184.98
2022-03-30,185.726
2022-03-31,187.295
2022-04-01,187.594
2022-04-02,186.296
2022-04-03,186.296
2022-04-04,186.251
2022-04-05,186.047
2022-04-06,184.976
2022-04-07,184.795
2022-04-08,184.207
2022-04-09,183.948
2022-04-10,183.948
2022-04-11,183.8
2022-04-12,182.204
2022-04-13,182.514
2022-04-14,182.575
2022-04-15,181.477
2022-04-16,181.236
2022-04-17,181.236
2022-04-18,180.871
2022-04-19,180.166
2022-04-20,177.504
2022-04-21,179.417
2022-04-22,178.805
2022-04-23,178.701
2022-04-24,178.701
2022-04-25,178.589
2022-04-26,179.925
2022-04-27,180.495
2022-04-28,178.83
2022-04-29,175.523
2022-04-30,176.799
2022-05-01,176.799
2022-05-02,176.608
2022-05-03,176.513
2022-05-04,176.473
2022-05-05,177.764
2022-05-06,176.117
2022-05-07,175.851
2022-05-08,175.851
2022-05-09,175.569
